0 0 3.141593e-02 -8.552113e-02 3.413419e-01
0 1 5.735246e-02 -9.467954e-02 3.499422e-01
0 2 7.705299e-02 -1.133216e-01 3.590323e-01
0 3 9.195902e-02 -1.392546e-01 3.695724e-01
0 4 1.049479e-01 -1.698312e-01 3.810945e-01
0 5 1.194038e-01 -2.022893e-01 3.935515e-01
0 6 1.385060e-01 -2.339920e-01 4.068681e-01
0 7 1.646782e-01 -2.626933e-01 4.209705e-01
0 8 1.992183e-01 -2.866745e-01 4.359494e-01
0 9 2.421437e-01 -3.048871e-01 4.516649e-01
0 10 2.922015e-01 -3.170318e-01 4.683166e-01
0 11 3.471223e-01 -3.234830e-01 4.857120e-01
0 12 4.039587e-01 -3.252661e-01 5.037667e-01
0 13 4.595235e-01 -3.238557e-01 5.223736e-01
0 14 5.108238e-01 -3.209789e-01 5.416263e-01
0 15 5.554526e-01 -3.184055e-01 5.611989e-01
0 16 5.918026e-01 -3.177285e-01 5.809554e-01
0 17 6.191839e-01 -3.201712e-01 6.008541e-01
0 18 6.378279e-01 -3.264925e-01 6.208664e-01
0 19 6.487795e-01 -3.369020e-01 6.407957e-01
0 20 6.536804e-01 -3.510914e-01 6.605715e-01
0 21 6.545207e-01 -3.683112e-01 6.798891e-01
0 22 6.533452e-01 -3.874747e-01 6.987549e-01
0 23 6.520281e-01 -4.072787e-01 7.175390e-01
0 24 6.521401e-01 -4.263898e-01 7.355827e-01
0 25 6.547333e-01 -4.435780e-01 7.531164e-01
0 26 6.603319e-01 -4.578224e-01 7.696244e-01
0 27 6.688918e-01 -4.684272e-01 7.850321e-01
0 28 6.798927e-01 -4.751041e-01 7.992834e-01
0 29 6.924787e-01 -4.779604e-01 8.119953e-01
0 30 7.055813e-01 -4.774640e-01 8.235727e-01
0 31 7.181515e-01 -4.743839e-01 8.335143e-01
0 32 7.292419e-01 -4.696615e-01 8.417591e-01
0 33 7.381181e-01 -4.642788e-01 8.486584e-01
0 34 7.443773e-01 -4.592059e-01 8.538010e-01
0 35 7.479079e-01 -4.552592e-01 8.572724e-01
0 36 7.488735e-01 -4.530177e-01 8.592000e-01
0 37 7.476643e-01 -4.527979e-01 8.596276e-01
0 38 7.448098e-01 -4.546167e-01 8.591672e-01
0 39 7.409516e-01 -4.582073e-01 8.575359e-01
0 40 7.366909e-01 -4.631114e-01 8.551029e-01
0 41 7.325417e-01 -4.687120e-01 8.522134e-01
0 42 7.288989e-01 -4.743223e-01 8.494889e-01
0 43 7.260629e-01 -4.793001e-01 8.465339e-01
0 44 7.241484e-01 -4.830906e-01 8.434899e-01
0 45 7.230996e-01 -4.853029e-01 8.411018e-01
0 46 7.228047e-01 -4.857611e-01 8.389533e-01
0 47 7.230601e-01 -4.844906e-01 8.372855e-01
0 48 7.236371e-01 -4.817349e-01 8.361579e-01
0 49 7.243223e-01 -4.778653e-01 8.358365e-01
0 50 7.249800e-01 -4.733741e-01 8.360877e-01
0 51 7.255334e-01 -4.688217e-01 8.369336e-01
0 52 7.259752e-01 -4.647630e-01 8.381548e-01
0 53 7.263376e-01 -4.616607e-01 8.399946e-01
0 54 7.267202e-01 -4.598746e-01 8.421723e-01
0 55 7.272396e-01 -4.595714e-01 8.445036e-01
0 56 7.279944e-01 -4.607565e-01 8.471866e-01
0 57 7.290852e-01 -4.632784e-01 8.499439e-01
0 58 7.305705e-01 -4.668517e-01 8.526532e-01
0 59 7.324533e-01 -4.711059e-01 8.552277e-01
0 60 7.346795e-01 -4.756434e-01 8.581295e-01
0 61 7.372122e-01 -4.800295e-01 8.606290e-01
