0 1.204203e+05 3.642103e+00
1 1.142889e+05 3.318538e+00
2 1.146553e+05 1.403503e+01
3 1.200415e+05 3.888800e+00
4 1.143352e+05 2.455418e+00
5 1.157248e+05 5.306616e+00
6 1.132902e+05 1.008935e+01
7 1.182103e+05 5.096323e+00
8 1.183691e+05 2.691349e+00
9 1.144975e+05 2.084713e+00
10 1.113642e+05 3.987289e+00
11 1.168760e+05 1.452306e+00
12 1.122060e+05 1.399731e+01
13 1.100156e+05 1.796482e+01
14 1.164018e+05 1.040034e+01
15 1.076586e+05 3.106013e+01
16 1.060049e+05 2.663699e+01
17 1.089158e+05 3.001909e+01
18 1.090003e+05 2.395882e+01
19 1.045750e+05 2.793081e+01
20 1.089046e+05 6.956493e+01
21 1.095456e+05 2.652405e+01
22 1.068763e+05 3.017314e+01
23 1.037993e+05 5.709227e+01
24 1.094890e+05 6.494180e+01
25 1.051497e+05 6.230163e+01
26 1.077059e+05 4.352689e+01
27 1.087053e+05 8.120193e+01
28 1.040702e+05 7.795469e+01
29 1.086542e+05 5.364882e+01
30 1.042595e+05 1.007541e+02
31 1.030500e+05 1.260050e+02
32 1.009191e+05 1.031776e+02
33 1.043427e+05 1.157281e+02
34 1.077395e+05 9.340335e+01
35 1.076235e+05 1.073765e+02
36 1.069863e+05 1.052709e+02
37 1.026213e+05 1.495844e+02
38 1.091132e+05 8.936745e+01
39 1.056239e+05 1.056381e+02
40 9.370677e+04 1.425845e+02
41 9.781123e+04 1.813158e+02
42 9.415970e+04 1.011151e+02
43 9.757903e+04 1.454124e+02
44 9.391101e+04 1.130556e+02
45 8.912719e+04 2.266885e+02
46 9.072083e+04 1.741493e+02
47 8.671554e+04 2.376518e+02
48 8.996558e+04 1.963674e+02
49 9.847528e+04 2.031001e+02
50 8.808834e+04 2.835504e+02
51 9.056040e+04 2.061077e+02
52 8.507185e+04 2.374639e+02
53 8.113925e+04 2.635835e+02
54 8.042842e+04 2.670741e+02
55 8.874659e+04 2.141129e+02
56 7.781807e+04 2.960221e+02
57 8.009966e+04 3.349701e+02
58 8.099437e+04 2.260711e+02
59 8.007929e+04 2.847115e+02
60 7.235277e+04 4.609250e+02
61 7.522952e+04 3.507294e+02
62 7.970760e+04 2.556449e+02
63 7.320095e+04 3.279723e+02
64 7.384436e+04 4.106862e+02
65 7.097121e+04 4.741597e+02
66 7.385075e+04 3.302074e+02
67 7.355131e+04 4.056642e+02
68 6.820642e+04 4.695516e+02
69 7.070565e+04 4.235790e+02
70 6.622432e+04 6.035017e+02
71 7.013067e+04 4.780773e+02
72 6.887480e+04 4.550466e+02
73 6.871541e+04 4.827748e+02
74 6.805367e+04 4.563247e+02
75 6.480610e+04 5.631655e+02
76 6.802577e+04 4.724205e+02
77 6.651539e+04 4.648137e+02
78 6.503713e+04 5.661188e+02
79 6.649087e+04 4.932503e+02
80 6.094818e+04 6.407726e+02
81 6.296662e+04 6.847092e+02
82 6.510725e+04 6.239849e+02
83 6.234697e+04 6.395780e+02
84 6.428511e+04 5.216715e+02
85 5.889651e+04 6.991985e+02
86 6.100698e+04 6.803302e+02
87 6.024782e+04 6.289428e+02
88 5.911893e+04 6.762693e+02
89 5.947392e+04 7.703502e+02
90 5.853423e+04 7.274064e+02
91 5.797333e+04 8.903014e+02
92 5.436835e+04 8.529434e+02
93 5.807614e+04 8.171771e+02
94 6.000183e+04 7.180928e+02
95 5.693506e+04 7.375847e+02
96 5.086386e+04 1.063311e+03
97 5.346798e+04 9.116878e+02
98 5.214976e+04 1.004058e+03
99 5.297312e+04 9.218622e+02
100 5.041569e+04 1.033403e+03
101 4.960001e+04 1.120867e+03
102 4.924644e+04 1.088852e+03
103 5.103005e+04 1.092471e+03
104 5.293609e+04 9.150912e+02
105 4.898440e+04 1.236894e+03
106 4.895709e+04 1.166842e+03
107 4.806140e+04 1.135933e+03
108 4.895587e+04 1.230314e+03
109 5.049319e+04 1.073751e+03
110 4.649265e+04 1.150869e+03
111 4.816969e+04 1.150814e+03
112 4.629182e+04 1.179057e+03
113 4.910974e+04 1.217514e+03
114 4.561094e+04 1.300509e+03
115 4.235183e+04 1.537506e+03
116 4.425365e+04 1.398170e+03
117 4.691129e+04 1.282453e+03
118 4.205633e+04 1.528527e+03
119 4.348140e+04 1.510646e+03
120 4.211456e+04 1.537170e+03
121 4.143673e+04 1.621673e+03
122 4.134617e+04 1.547492e+03
123 4.475861e+04 1.405759e+03
124 4.140358e+04 1.571789e+03
125 4.268119e+04 1.484860e+03
126 4.135060e+04 1.471601e+03
127 4.061176e+04 1.653245e+03
128 4.074690e+04 1.782716e+03
129 4.111752e+04 1.615491e+03
130 3.655204e+04 1.915040e+03
131 3.806301e+04 1.795229e+03
132 3.781518e+04 1.759810e+03
133 4.000439e+04 1.702054e+03
134 3.891958e+04 1.807510e+03
135 3.931027e+04 1.851237e+03
136 3.767712e+04 1.946956e+03
137 3.655353e+04 2.015992e+03
138 3.760496e+04 1.851674e+03
139 3.623205e+04 1.967763e+03
140 3.488726e+04 2.175039e+03
141 3.612333e+04 2.237972e+03
142 3.753152e+04 1.995015e+03
143 3.508160e+04 2.210119e+03
144 3.672925e+04 2.049511e+03
145 3.800441e+04 2.121108e+03
146 3.611659e+04 2.088700e+03
147 3.563670e+04 2.398283e+03
148 3.534214e+04 2.238283e+03
149 3.379129e+04 2.375763e+03
150 3.556187e+04 2.377954e+03
151 3.573421e+04 2.411503e+03
152 3.534850e+04 2.360224e+03
153 3.413754e+04 2.500760e+03
154 3.469789e+04 2.567710e+03
155 3.646774e+04 2.748467e+03
156 3.381632e+04 2.774759e+03
157 3.356432e+04 2.605214e+03
158 3.449077e+04 2.742326e+03
159 3.594062e+04 2.879605e+03
160 3.442662e+04 2.838217e+03
161 3.336335e+04 2.873540e+03
162 3.490203e+04 2.891893e+03
163 3.512380e+04 2.636468e+03
164 3.591418e+04 2.858095e+03
165 3.509141e+04 3.188053e+03
166 3.878653e+04 3.069326e+03
167 3.369216e+04 2.942936e+03
168 3.546404e+04 3.103929e+03
169 3.482271e+04 2.924045e+03
170 3.551695e+04 3.387918e+03
171 3.434838e+04 3.257805e+03
172 3.867712e+04 3.401828e+03
173 3.456109e+04 3.117388e+03
174 3.662315e+04 3.186296e+03
175 3.501122e+04 3.706802e+03
176 3.536470e+04 3.417607e+03
177 3.640117e+04 3.436775e+03
178 3.539795e+04 3.507810e+03
179 3.755188e+04 3.520735e+03
180 3.531508e+04 3.722026e+03
181 3.580986e+04 3.638499e+03
182 3.310262e+04 3.656599e+03
183 3.591490e+04 3.910352e+03
184 3.421355e+04 3.656310e+03
185 3.513716e+04 3.710331e+03
186 3.782216e+04 4.061298e+03
187 3.973873e+04 3.965626e+03
188 3.805195e+04 4.113879e+03
189 3.826027e+04 3.980524e+03
190 4.120250e+04 4.076808e+03
191 4.400081e+04 4.298800e+03
192 3.927737e+04 4.249807e+03
193 3.596619e+04 4.235428e+03
194 4.044271e+04 4.266301e+03
195 4.126271e+04 4.472741e+03
196 3.902644e+04 4.267112e+03
197 3.946728e+04 4.357048e+03
198 4.472725e+04 4.325981e+03
199 4.450515e+04 4.562585e+03
200 4.526444e+04 4.552708e+03
201 4.524879e+04 4.621986e+03
202 4.685308e+04 4.714403e+03
203 4.878474e+04 4.609032e+03
204 4.431890e+04 4.694705e+03
205 4.481229e+04 4.855236e+03
206 4.754973e+04 4.858374e+03
207 4.603457e+04 5.359886e+03
208 4.370611e+04 4.616863e+03
209 5.026540e+04 4.993465e+03
210 4.949301e+04 5.255329e+03
211 5.236738e+04 5.484015e+03
212 4.625110e+04 4.990844e+03
213 4.923101e+04 5.415522e+03
214 4.531121e+04 5.060112e+03
215 5.123231e+04 5.510051e+03
216 5.205158e+04 5.305729e+03
217 5.425391e+04 5.453679e+03
218 5.437273e+04 5.375619e+03
219 4.880140e+04 5.333764e+03
220 5.551114e+04 5.980301e+03
221 6.100260e+04 5.701725e+03
222 5.195813e+04 5.517256e+03
223 5.498045e+04 5.484047e+03
224 5.507842e+04 5.972544e+03
225 5.875172e+04 6.227373e+03
226 6.199816e+04 6.013340e+03
227 6.284769e+04 5.973657e+03
228 6.290675e+04 5.992060e+03
229 5.552937e+04 5.915987e+03
230 6.223903e+04 6.418277e+03
231 6.366181e+04 6.451481e+03
232 6.956768e+04 6.886600e+03
233 6.978521e+04 6.497382e+03
234 7.052228e+04 6.601853e+03
