2.431070e-01 3.717207e-01 2.852935e-01 1.694296e-02 4.450589e-01 -2.413420e-01
2.436539e-01 3.727875e-01 2.852265e-01 1.959128e-02 4.470907e-01 -2.405361e-01
2.456545e-01 3.764164e-01 2.868292e-01 2.719662e-02 4.527018e-01 -2.361558e-01
2.485428e-01 3.812428e-01 2.910956e-01 3.739085e-02 4.588587e-01 -2.279650e-01
2.519074e-01 3.865299e-01 2.975463e-01 4.887228e-02 4.645518e-01 -2.168764e-01
2.554098e-01 3.918098e-01 3.054184e-01 6.065822e-02 4.693307e-01 -2.040600e-01
2.587596e-01 3.967834e-01 3.140292e-01 7.202697e-02 4.730385e-01 -1.905161e-01
2.617338e-01 4.012876e-01 3.227796e-01 8.250515e-02 4.757363e-01 -1.770698e-01
2.642234e-01 4.053014e-01 3.312568e-01 9.198602e-02 4.776307e-01 -1.642223e-01
2.662270e-01 4.088333e-01 3.391939e-01 1.003918e-01 4.789048e-01 -1.522881e-01
2.676397e-01 4.119322e-01 3.464112e-01 1.075837e-01 4.797718e-01 -1.414640e-01
2.683547e-01 4.146684e-01 3.527777e-01 1.135254e-01 4.804275e-01 -1.318869e-01
2.683905e-01 4.171635e-01 3.582668e-01 1.183924e-01 4.810783e-01 -1.235141e-01
2.677886e-01 4.195654e-01 3.629764e-01 1.224033e-01 4.818946e-01 -1.161446e-01
2.666108e-01 4.219444e-01 3.670664e-01 1.257782e-01 4.828810e-01 -1.095596e-01
2.650241e-01 4.243106e-01 3.706762e-01 1.287285e-01 4.839735e-01 -1.035777e-01
2.631734e-01 4.266863e-01 3.739311e-01 1.314553e-01 4.851481e-01 -9.800305e-02
2.611632e-01 4.291065e-01 3.769225e-01 1.341103e-01 4.864033e-01 -9.269557e-02
2.590583e-01 4.315756e-01 3.797514e-01 1.367905e-01 4.876902e-01 -8.752787e-02
2.569068e-01 4.341220e-01 3.824668e-01 1.395780e-01 4.890124e-01 -8.243464e-02
2.547375e-01 4.367779e-01 3.851140e-01 1.425433e-01 4.903803e-01 -7.735247e-02
2.525472e-01 4.395097e-01 3.877135e-01 1.456342e-01 4.917379e-01 -7.228951e-02
2.503185e-01 4.422810e-01 3.902517e-01 1.487685e-01 4.930611e-01 -6.729552e-02
2.480428e-01 4.450689e-01 3.927202e-01 1.518985e-01 4.943447e-01 -6.240312e-02
2.457457e-01 4.478634e-01 3.950863e-01 1.550318e-01 4.956013e-01 -5.766090e-02
2.434454e-01 4.506727e-01 3.973491e-01 1.581427e-01 4.968660e-01 -5.306308e-02
2.410849e-01 4.534849e-01 3.994999e-01 1.611634e-01 4.981546e-01 -4.863127e-02
2.387022e-01 4.563020e-01 4.015040e-01 1.641849e-01 4.994591e-01 -4.442266e-02
2.363754e-01 4.590999e-01 4.033605e-01 1.672070e-01 5.007533e-01 -4.044455e-02
2.341160e-01 4.618535e-01 4.050793e-01 1.702108e-01 5.020094e-01 -3.670357e-02
2.319564e-01 4.645426e-01 4.066267e-01 1.731773e-01 5.032292e-01 -3.325161e-02
2.299176e-01 4.671669e-01 4.079823e-01 1.761109e-01 5.044325e-01 -3.009960e-02
2.279757e-01 4.697091e-01 4.091261e-01 1.789395e-01 5.056311e-01 -2.727656e-02
2.261222e-01 4.721948e-01 4.100399e-01 1.816900e-01 5.068633e-01 -2.481045e-02
2.244018e-01 4.745979e-01 4.107774e-01 1.844220e-01 5.080659e-01 -2.262718e-02
2.228361e-01 4.769356e-01 4.113361e-01 1.871181e-01 5.092753e-01 -2.069603e-02
2.213024e-01 4.792126e-01 4.117547e-01 1.896498e-01 5.105409e-01 -1.893945e-02
2.196801e-01 4.814198e-01 4.120823e-01 1.919468e-01 5.118665e-01 -1.728770e-02
2.179151e-01 4.835168e-01 4.123891e-01 1.939497e-01 5.131927e-01 -1.565510e-02
2.159805e-01 4.855093e-01 4.126469e-01 1.956575e-01 5.145413e-01 -1.407529e-02
2.138930e-01 4.874201e-01 4.129141e-01 1.971625e-01 5.158973e-01 -1.246009e-02
2.116855e-01 4.892473e-01 4.132795e-01 1.985081e-01 5.171982e-01 -1.071150e-02
2.093669e-01 4.909852e-01 4.137393e-01 1.996625e-01 5.184362e-01 -8.860526e-03
2.069627e-01 4.926612e-01 4.142387e-01 2.006948e-01 5.196525e-01 -6.968520e-03
2.045152e-01 4.942771e-01 4.147864e-01 2.016556e-01 5.208295e-01 -5.014072e-03
2.020209e-01 4.957806e-01 4.154083e-01 2.025045e-01 5.218974e-01 -2.991958e-03
1.995041e-01 4.971997e-01 4.160770e-01 2.032611e-01 5.228975e-01 -9.271230e-04
1.969272e-01 4.985538e-01 4.167744e-01 2.038933e-01 5.238778e-01 1.160188e-03
1.942655e-01 4.998271e-01 4.174919e-01 2.043222e-01 5.248479e-01 3.244446e-03
1.914900e-01 5.010291e-01 4.181968e-01 2.045219e-01 5.258509e-01 5.279957e-03
1.886631e-01 5.021786e-01 4.188887e-01 2.046388e-01 5.268594e-01 7.247829e-03
1.859375e-01 5.032976e-01 4.196117e-01 2.048432e-01 5.278037e-01 9.189721e-03
1.834043e-01 5.043558e-01 4.204142e-01 2.051701e-01 5.285943e-01 1.112949e-02
1.811323e-01 5.053003e-01 4.212837e-01 2.055695e-01 5.291748e-01 1.302366e-02
1.791438e-01 5.061070e-01 4.221523e-01 2.059916e-01 5.295658e-01 1.478229e-02
1.774463e-01 5.067976e-01 4.229370e-01 2.064206e-01 5.298409e-01 1.630787e-02
1.760525e-01 5.073726e-01 4.236059e-01 2.068431e-01 5.300207e-01 1.755674e-02
1.749443e-01 5.078267e-01 4.241539e-01 2.071997e-01 5.301303e-01 1.853985e-02
1.740861e-01 5.081554e-01 4.245769e-01 2.074318e-01 5.301928e-01 1.925041e-02
1.734364e-01 5.083473e-01 4.248793e-01 2.074749e-01 5.302282e-01 1.971040e-02
1.729576e-01 5.084372e-01 4.250443e-01 2.073396e-01 5.302948e-01 1.992734e-02
1.726287e-01 5.084710e-01 4.250500e-01 2.070947e-01 5.304349e-01 1.988313e-02
1.724645e-01 5.084660e-01 4.249692e-01 2.067766e-01 5.306194e-01 1.967837e-02
1.724450e-01 5.084214e-01 4.248837e-01 2.064542e-01 5.307906e-01 1.942080e-02
1.726226e-01 5.083208e-01 4.248370e-01 2.061664e-01 5.308776e-01 1.916815e-02
1.729470e-01 5.081711e-01 4.248214e-01 2.058552e-01 5.309186e-01 1.894536e-02
1.733261e-01 5.079605e-01 4.248558e-01 2.054794e-01 5.309198e-01 1.879147e-02
1.737171e-01 5.077006e-01 4.249450e-01 2.050819e-01 5.308806e-01 1.873877e-02
1.740763e-01 5.074317e-01 4.250555e-01 2.046284e-01 5.308631e-01 1.874752e-02
1.743186e-01 5.071691e-01 4.251968e-01 2.041010e-01 5.308925e-01 1.883213e-02
1.744530e-01 5.069409e-01 4.253052e-01 2.035435e-01 5.309966e-01 1.890594e-02
1.745060e-01 5.067610e-01 4.253335e-01 2.030053e-01 5.311776e-01 1.889169e-02
1.745205e-01 5.066565e-01 4.252572e-01 2.024857e-01 5.314663e-01 1.876996e-02
1.744402e-01 5.066211e-01 4.250739e-01 2.019080e-01 5.318890e-01 1.854633e-02
1.742940e-01 5.066581e-01 4.248065e-01 2.014603e-01 5.323746e-01 1.822809e-02
1.742989e-01 5.067964e-01 4.245224e-01 2.013777e-01 5.328115e-01 1.788935e-02
1.745004e-01 5.070403e-01 4.242784e-01 2.016592e-01 5.331741e-01 1.761516e-02
1.748222e-01 5.073734e-01 4.240963e-01 2.021795e-01 5.334889e-01 1.744273e-02
1.751620e-01 5.077653e-01 4.239871e-01 2.028470e-01 5.337650e-01 1.738966e-02
1.754662e-01 5.081971e-01 4.239406e-01 2.035982e-01 5.340138e-01 1.744735e-02
1.757020e-01 5.086458e-01 4.239034e-01 2.043420e-01 5.342552e-01 1.752624e-02
1.758460e-01 5.090811e-01 4.238314e-01 2.050242e-01 5.344947e-01 1.754846e-02
1.759834e-01 5.095291e-01 4.237228e-01 2.057561e-01 5.347224e-01 1.750950e-02
1.761546e-01 5.099901e-01 4.235467e-01 2.064851e-01 5.349618e-01 1.736222e-02
1.763441e-01 5.104683e-01 4.232890e-01 2.071984e-01 5.352374e-01 1.707804e-02
1.766207e-01 5.109586e-01 4.229689e-01 2.079875e-01 5.354990e-01 1.666486e-02
1.770671e-01 5.114237e-01 4.226018e-01 2.088279e-01 5.356875e-01 1.611085e-02
1.777036e-01 5.118142e-01 4.221459e-01 2.096487e-01 5.357881e-01 1.534277e-02
1.785490e-01 5.120820e-01 4.215731e-01 2.103271e-01 5.358031e-01 1.431257e-02
1.795859e-01 5.121622e-01 4.208494e-01 2.107877e-01 5.357026e-01 1.294244e-02
1.809285e-01 5.120075e-01 4.199186e-01 2.110336e-01 5.354471e-01 1.113789e-02
1.826266e-01 5.115825e-01 4.186895e-01 2.110029e-01 5.350672e-01 8.802902e-03
